id,link,descr_short,price,screen_size,resolution,cpu,ram,hdd_ssd,gpu,os
9924926,/product/dc569dd23c8c5221/156-noutbuk-acer-aspire-3-a315-58-35vw-serebristyj/,"15.6"" Ноутбук Acer Aspire 3 A315-58-35VW серебристый [Full HD (1920x1080), TN+film, Intel Core i3-1115G4, ядра: 2 х 3 ГГц, RAM 8 ГБ, SSD 512 ГБ, Intel UHD Graphics , без ОС]",299990,15.6,1920x1080,Intel Core i3-1115G4,8,512,Intel UHD Graphics,без ОС
5015672,/product/206e9f738e5eed20/156-noutbuk-hp-250-g8-seryj/,"15.6"" Ноутбук HP 250 G8 серый [Full HD (1920x1080), IPS, Intel Core i3-1005G1, ядра: 2 х 1.2 ГГц, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics , Windows 10 Home Single Language]",299990,15.6,1920x1080,Intel Core i3-1005G1,8,256,Intel UHD Graphics,Windows 10 Home Single Language
4864325,/product/66ba9eac0f84ed20/156-noutbuk-lenovo-ideapad-3-15are05-seryj/,"15.6"" Ноутбук Lenovo IdeaPad 3 15ARE05 серый [Full HD (1920x1080), IPS, AMD Ryzen 5 4500U, ядра: 6 х 2.3 ГГц, RAM 4 ГБ, SSD 256 ГБ, AMD Radeon Graphics , без ОС]",299990,15.6,1920x1080,AMD Ryzen 5 4500U,4,256,AMD Radeon Graphics,без ОС
4736976,/product/1f387aba2e343332/156-noutbuk-lenovo-thinkbook-15-iil-serebristyj/,"15.6"" Ноутбук Lenovo ThinkBook 15 IIL серебристый [Full HD (1920x1080), IPS, Intel Core i3-1005G1, ядра: 2 х 1.2 ГГц, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics , без ОС]",299990,15.6,1920x1080,Intel Core i3-1005G1,8,256,Intel UHD Graphics,без ОС
5064388,/product/253222e41c3fed20/156-noutbuk-msi-modern-15-b12m-210ru-cernyj/,"15.6"" Ноутбук MSI Modern 15 B12M-210RU черный [Full HD (1920x1080), IPS, Intel Core i5-1235U, ядра: 2 + 8, RAM 8 ГБ, SSD 256 ГБ, Intel Iris Xe Graphics , Windows 11 Home Single Language]",299990,15.6,1920x1080,Intel Core i5-1235U,8,256,Intel Iris Xe Graphics,Windows 11 Home Single Language
5064395,/product/31e088911c3fed20/156-noutbuk-msi-modern-15-b12m-213xru-cernyj/,"15.6"" Ноутбук MSI Modern 15 B12M-213XRU черный [Full HD (1920x1080), IPS, Intel Core i5-1235U, ядра: 2 + 8, RAM 16 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics , без ОС]",299990,15.6,1920x1080,Intel Core i5-1235U,16,512,Intel Iris Xe Graphics,без ОС
5045974,/product/bb3cf369e6e9ed20/173-noutbuk-hp-470-g8-serebristyj/,"17.3"" Ноутбук HP 470 G8 серебристый [Full HD (1920x1080), IPS, Intel Core i3-1125G4, ядра: 4 х 2 ГГц, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics , без ОС]",299990,17.3,1920x1080,Intel Core i3-1125G4,8,256,Intel UHD Graphics,без ОС
5062243,/product/8aa61f841475ed20/156-noutbuk-lenovo-ideapad-v15-gen-3-iap-cernyj/,"15.6"" Ноутбук Lenovo IdeaPad V15 Gen 3 IAP черный [Full HD (1920x1080), TN+film, Intel Core i3-1215U, ядра: 2 + 4, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics , без ОС]",309990,15.6,1920x1080,Intel Core i3-1215U,8,256,Intel UHD Graphics,без ОС
4900543,/product/7430da8b9f5a6200/156-noutbuk-asus-vivobook-15-x513ea-bq1819-cernyj/,"15.6"" Ноутбук ASUS VivoBook 15 X513EA-BQ1819 черный [Full HD (1920x1080), IPS, Intel Core i5-1135G7, ядра: 4 х 2.4 ГГц, RAM 8 ГБ, SSD 256 ГБ, Intel Iris Xe Graphics , без ОС]",319990,15.6,1920x1080,Intel Core i5-1135G7,8,256,Intel Iris Xe Graphics,без ОС
5054896,/product/c6c3ad74fda2ed20/156-noutbuk-lenovo-ideapad-3-15alc6-serebristyj/,"15.6"" Ноутбук Lenovo IdeaPad 3 15ALC6 серебристый [Full HD (1920x1080), TN+film, AMD Ryzen 5 5500U, ядра: 6 х 2.1 ГГц, RAM 8 ГБ, SSD 512 ГБ, AMD Radeon Graphics , без ОС]",319990,15.6,1920x1080,AMD Ryzen 5 5500U,8,512,AMD Radeon Graphics,без ОС
4900587,/product/b4a907aca4c46200/156-noutbuk-lenovo-ideapad-3-15itl6-seryj/,"15.6"" Ноутбук Lenovo IdeaPad 3 15ITL6 серый [Full HD (1920x1080), IPS, Intel Core i3-1115G4, ядра: 2 х 3 ГГц, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics , Windows 10 Home Single Language]",319990,15.6,1920x1080,Intel Core i3-1115G4,8,256,Intel UHD Graphics,Windows 10 Home Single Language
4900556,/product/5dd56781a0f76200/156-noutbuk-lenovo-ideapad-l3-15itl6-seryj/,"15.6"" Ноутбук Lenovo IdeaPad L3 15ITL6 серый [Full HD (1920x1080), IPS, Intel Core i3-1115G4, ядра: 2 х 3 ГГц, RAM 8 ГБ, SSD 512 ГБ, Intel UHD Graphics , без ОС]",319990,15.6,1920x1080,Intel Core i3-1115G4,8,512,Intel UHD Graphics,без ОС
5324315,/product/95088d8caeca2eb0/156-noutbuk-lenovo-thinkbook-15-g2-itl-seryj/,"15.6"" Ноутбук Lenovo ThinkBook 15 G2 ITL серый [Full HD (1920x1080), IPS, Intel Core i3-1115G4, ядра: 2 х 3 ГГц, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics , без ОС]",319990,15.6,1920x1080,Intel Core i3-1115G4,8,256,Intel UHD Graphics,без ОС
5057661,/product/dccb5182065ded20/156-noutbuk-lenovo-v15-g2-alc-cernyj/,"15.6"" Ноутбук Lenovo V15 G2 ALC черный [Full HD (1920x1080), TN+film, AMD Ryzen 5 5500U, ядра: 6 х 2.1 ГГц, RAM 8 ГБ, SSD 256 ГБ, AMD Radeon Graphics , без ОС]",319990,15.6,1920x1080,AMD Ryzen 5 5500U,8,256,AMD Radeon Graphics,без ОС
4831288,/product/ef385902d2fe2ff2/156-noutbuk-acer-aspire-3-a315-58-3343-serebristyj/,"15.6"" Ноутбук Acer Aspire 3 A315-58-3343 серебристый [Full HD (1920x1080), TN+film, Intel Core i3-1115G4, ядра: 2 х 3 ГГц, RAM 8 ГБ, SSD 256 ГБ, Intel UHD Graphics , Windows 11 Home Single Language]",320990,15.6,1920x1080,Intel Core i3-1115G4,8,256,Intel UHD Graphics,Windows 11 Home Single Language
5057659,/product/6c8a3903065ded20/156-noutbuk-lenovo-v15-g2-alc-cernyj/,"15.6"" Ноутбук Lenovo V15 G2 ALC черный [Full HD (1920x1080), TN+film, AMD Ryzen 5 5500U, ядра: 6 х 2.1 ГГц, RAM 8 ГБ, SSD 512 ГБ, AMD Radeon Graphics , без ОС]",334990,15.6,1920x1080,AMD Ryzen 5 5500U,8,512,AMD Radeon Graphics,без ОС
4900586,/product/f7ec57d3a4c06200/14-noutbuk-asus-zenbook-ux425ea-ki846w-seryj/,"14"" Ноутбук ASUS Zenbook UX425EA-KI846W серый [Full HD (1920x1080), IPS, Intel Core i5-1135G7, ядра: 4 х 2.4 ГГц, RAM 8 ГБ, SSD 256 ГБ, Intel Iris Xe Graphics , Windows 11 Home Single Language]",339990,14,1920x1080,Intel Core i5-1135G7,8,256,Intel Iris Xe Graphics,Windows 11 Home Single Language
4900592,/product/b4a907b6a4c46200/14-noutbuk-lenovo-v14-g2-alc-seryj/,"14"" Ноутбук Lenovo V14-G2 ALC серый [Full HD (1920x1080), TN+film, AMD Ryzen 3 5300U, ядра: 4 х 2.6 ГГц, RAM 8 ГБ, SSD 256 ГБ, AMD Radeon Graphics , без ОС]",339990,14,1920x1080,AMD Ryzen 3 5300U,8,256,AMD Radeon Graphics,без ОС
5062244,/product/6cb7bf631474ed20/156-noutbuk-lenovo-ideapad-v15-gen-3-iap-cernyj/,"15.6"" Ноутбук Lenovo IdeaPad V15 Gen 3 IAP черный [Full HD (1920x1080), TN+film, Intel Core i3-1215U, ядра: 2 + 4, RAM 8 ГБ, SSD 512 ГБ, Intel UHD Graphics , без ОС]",339990,15.6,1920x1080,Intel Core i3-1215U,8,512,Intel UHD Graphics,без ОС
5318427,/product/138398a291eb3333/14-noutbuk-dream-machines-g1650ti-14kz30-cernyj/,"14"" Ноутбук Dream Machines G1650Ti-14KZ30 черный [Full HD (1920x1080), WVA (TN+film), Intel Core i3-1115G4, ядра: 2 х 3 ГГц, RAM 8 ГБ, SSD 500 ГБ, GeForce GTX 1650 Ti 4 ГБ, без ОС]",349990,14,1920x1080,Intel Core i3-1115G4,8,500,GeForce GTX 1650 Ti 4 ГБ,без ОС
9937016,/product/07b3952c697e3f1b/156-noutbuk-asus-vivobook-15x-oled-x1503za-l1493-sinij/,"15.6"" Ноутбук ASUS VivoBook 15X OLED X1503ZA-L1493 синий [Full HD (1920x1080), OLED, Intel Core i3-1220P, ядра: 2 + 8, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics , без ОС]",349990,15.6,1920x1080,Intel Core i3-1220P,16,512,Intel UHD Graphics,без ОС
5322454,/product/3426d3d2a24a2eb0/156-noutbuk-lenovo-thinkbook-15-g2-are-seryj/,"15.6"" Ноутбук Lenovo ThinkBook 15 G2 ARE серый [Full HD (1920x1080), IPS, AMD Ryzen 5 4500U, ядра: 6 х 2.3 ГГц, RAM 8 ГБ, HDD 1000 ГБ, AMD Radeon Graphics , без ОС]",349990,15.6,1920x1080,AMD Ryzen 5 4500U,8,1000,AMD Radeon Graphics,без ОС
9962132,/product/b07e980c949b1922/14-noutbuk-asus-vivobook-s-14-flip-oled-tn3402qa-lz147w-sinij/,"14"" Ноутбук ASUS Vivobook S 14 Flip OLED TN3402QA-LZ147W синий [2880x1800, OLED, AMD Ryzen 5 5600H, ядра: 6 х 3.3 ГГц, RAM 8 ГБ, SSD 512 ГБ, AMD Radeon Graphics , Windows 11 Home Single Language]",359990,14,2880x1800,AMD Ryzen 5 5600H,8,512,AMD Radeon Graphics,Windows 11 Home Single Language
9943963,/product/ca270ae1c3e6c6bf/156-noutbuk-asus-vivobook-pro-15-m6500qh-hn075-sinij/,"15.6"" Ноутбук ASUS VivoBook Pro 15 M6500QH-HN075 синий [Full HD (1920x1080), IPS, AMD Ryzen 5 5600H, ядра: 6 х 3.3 ГГц, RAM 8 ГБ, SSD 512 ГБ, GeForce GTX 1650 4 ГБ, без ОС]",359990,15.6,1920x1080,AMD Ryzen 5 5600H,8,512,GeForce GTX 1650 4 ГБ,без ОС
4900555,/product/5dd5677fa0f76200/156-noutbuk-lenovo-ideapad-l3-15itl6-seryj/,"15.6"" Ноутбук Lenovo IdeaPad L3 15ITL6 серый [Full HD (1920x1080), IPS, Intel Core i3-1115G4, ядра: 2 х 3 ГГц, RAM 8 ГБ, SSD 512 ГБ, Intel UHD Graphics , Windows 10 Home Single Language]",364990,15.6,1920x1080,Intel Core i3-1115G4,8,512,Intel UHD Graphics,Windows 10 Home Single Language
9932220,/product/f9130e4007aa460b/156-noutbuk-asus-tuf-gaming-a15-fa506ihrb-hn084-cernyj/,"15.6"" Ноутбук ASUS TUF Gaming A15 FA506IHRB-HN084 черный [Full HD (1920x1080), IPS, AMD Ryzen 5 4600H, ядра: 6 х 3 ГГц, RAM 8 ГБ, SSD 512 ГБ, GeForce GTX 1650 4 ГБ, без ОС]",369990,15.6,1920x1080,AMD Ryzen 5 4600H,8,512,GeForce GTX 1650 4 ГБ,без ОС
4900554,/product/5dd5677da0f76200/156-noutbuk-lenovo-ideapad-l3-15itl6-seryj/,"15.6"" Ноутбук Lenovo IdeaPad L3 15ITL6 серый [Full HD (1920x1080), IPS, Intel Core i5-1135G7, ядра: 4 х 2.4 ГГц, RAM 8 ГБ, HDD 1000 ГБ, Intel Iris Xe Graphics , без ОС]",369990,15.6,1920x1080,Intel Core i5-1135G7,8,1000,Intel Iris Xe Graphics,без ОС
5324744,/product/f12b9a90af092eb0/133-ultrabuk-asus-zenbook-13-oled-ux325ea-kg230t-seryj/,"13.3"" Ультрабук ASUS Zenbook 13 OLED UX325EA-KG230T серый [Full HD (1920x1080), OLED, Intel Core i5-1135G7, ядра: 4 х 2.4 ГГц, RAM 8 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics , Windows 10 Home Single Language]",379990,13.3,1920x1080,Intel Core i5-1135G7,8,512,Intel Iris Xe Graphics,Windows 10 Home Single Language
5082343,/product/c24b8c305904ed20/156-noutbuk-ardor-gaming-neo-g15-i5nd200-cernyj/,"15.6"" Ноутбук ARDOR GAMING NEO G15-I5ND200 черный [Full HD (1920x1080), IPS, Intel Core i5-12500H, ядра: 4 + 8 х 2.5 ГГц, RAM 16 ГБ, SSD 512 ГБ, GeForce GTX 1650 4 ГБ, без ОС]",379990,15.6,1920x1080,Intel Core i5-12500H,16,512,GeForce GTX 1650 4 ГБ,без ОС
9910805,/product/5c45d1344422bd95/156-noutbuk-acer-aspire-5-a515-45-r7v5-serebristyj/,"15.6"" Ноутбук Acer Aspire 5 A515-45-R7V5 серебристый [Full HD (1920x1080), IPS, AMD Ryzen 5 5500U, ядра: 6 х 2.1 ГГц, RAM 8 ГБ, SSD 512 ГБ, AMD Radeon Graphics , Windows 11 Home Single Language]",389990,15.6,1920x1080,AMD Ryzen 5 5500U,8,512,AMD Radeon Graphics,Windows 11 Home Single Language
5058743,/product/77d0e9e508bded20/156-noutbuk-lenovo-v15-g2-alc-cernyj/,"15.6"" Ноутбук Lenovo V15 G2 ALC черный [Full HD (1920x1080), TN+film, AMD Ryzen 7 5700U, ядра: 8 х 1.8 ГГц, RAM 8 ГБ, SSD 512 ГБ, AMD Radeon Graphics , без ОС]",389990,15.6,1920x1080,AMD Ryzen 7 5700U,8,512,AMD Radeon Graphics,без ОС
9943962,/product/495d766b90c6b230/16-noutbuk-asus-vivobook-16x-x1603za-mb110-sinij/,"16"" Ноутбук ASUS VivoBook 16X X1603ZA-MB110 синий [английская раскладка, 1920x1200, IPS, Intel Core i5-12500H, ядра: 4 + 8 х 2.5 ГГц, RAM 16 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics , без ОС]",389990,16,1920x1200,Intel Core i5-12500H,16,512,Intel Iris Xe Graphics,без ОС
5057649,/product/53db86a6065bed20/156-noutbuk-lenovo-v15-g3-iap-cernyj/,"15.6"" Ноутбук Lenovo V15 G3 IAP черный [Full HD (1920x1080), TN+film, Intel Core i5-1235U, ядра: 2 + 8 х 1.3 ГГц, RAM 8 ГБ, SSD 256 ГБ, Intel Iris Xe Graphics , без ОС]",394990,15.6,1920x1080,Intel Core i5-1235U,8,256,Intel Iris Xe Graphics,без ОС
5318425,/product/1383989e91eb3333/14-noutbuk-dream-machines-g1650-14kz55-cernyj/,"14"" Ноутбук Dream Machines G1650-14KZ55 черный [Full HD (1920x1080), WVA (TN+film), Intel Core i7-1165G7, ядра: 4 х 2.8 ГГц, RAM 8 ГБ, SSD 500 ГБ, GeForce GTX 1650 4 ГБ, без ОС]",399990,14,1920x1080,Intel Core i7-1165G7,8,500,GeForce GTX 1650 4 ГБ,без ОС
5082347,/product/f3b268785904ed20/156-noutbuk-ardor-gaming-neo-g15-i5nd201-cernyj/,"15.6"" Ноутбук ARDOR GAMING NEO G15-I5ND201 черный [Full HD (1920x1080), IPS, Intel Core i5-12500H, ядра: 4 + 8 х 2.5 ГГц, RAM 16 ГБ, SSD 512 ГБ, GeForce RTX 3050 для ноутбуков 4 ГБ, без ОС]",399990,15.6,1920x1080,Intel Core i5-12500H,16,512,GeForce RTX 3050 для ноутбуков 4 ГБ,без ОС
5059851,/product/d86051a00d65ed20/156-noutbuk-asus-vivobook-15-oled-m513ua-l1611w-cernyj/,"15.6"" Ноутбук ASUS VivoBook 15 OLED M513UA-L1611W черный [Full HD (1920x1080), OLED, AMD Ryzen 5 5500U, ядра: 6 х 2.1 ГГц, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon Graphics , Windows 11 Home Single Language]",399990,15.6,1920x1080,AMD Ryzen 5 5500U,16,512,AMD Radeon Graphics,Windows 11 Home Single Language
4882830,/product/74aaa2d336c2ed20/156-noutbuk-acer-nitro-5-an515-57-524e-cernyj/,"15.6"" Ноутбук Acer Nitro 5 AN515-57-524E черный [Full HD (1920x1080), IPS, Intel Core i5-11400H, ядра: 6 х 2.7 ГГц, RAM 16 ГБ, SSD 512 ГБ, GeForce RTX 3050 для ноутбуков 4 ГБ, без ОС]",399990,15.6,1920x1080,Intel Core i5-11400H,16,512,GeForce RTX 3050 для ноутбуков 4 ГБ,без ОС
5320393,/product/d442fbfd98f72eb0/156-noutbuk-dell-latitude-3510-cernyj/,"15.6"" Ноутбук Dell Latitude 3510 черный [Full HD (1920x1080), WVA (TN+film), Intel Core i5-10210U, ядра: 4 х 1.6 ГГц, RAM 8 ГБ, SSD 256 ГБ, Intel HD Graphics , Windows 10 Pro]",399990,15.6,1920x1080,Intel Core i5-10210U,8,256,Intel HD Graphics,Windows 10 Pro
9900743,/product/8471d5e391fec637/156-noutbuk-hp-probook-450-g8-serebristyj/,"15.6"" Ноутбук HP ProBook 450 G8 серебристый [Full HD (1920x1080), IPS, Intel Core i5-1135G7, ядра: 4 х 2.4 ГГц, RAM 8 ГБ, SSD 256 ГБ, Intel Iris Xe Graphics , Windows 10 Pro]",399990,15.6,1920x1080,Intel Core i5-1135G7,8,256,Intel Iris Xe Graphics,Windows 10 Pro
5357549,/product/3fed337c9fa32ff4/156-noutbuk-hp-probook-450-g8-serebristyj/,"15.6"" Ноутбук HP ProBook 450 G8 серебристый [Full HD (1920x1080), IPS, Intel Core i5-1135G7, ядра: 4 х 2.4 ГГц, RAM 8 ГБ, SSD 256 ГБ, Intel Iris Xe Graphics , Windows 10 Pro]",399990,15.6,1920x1080,Intel Core i5-1135G7,8,256,Intel Iris Xe Graphics,Windows 10 Pro
4900590,/product/b4a907b2a4c46200/156-noutbuk-lenovo-thinkbook-15-g2-are-seryj/,"15.6"" Ноутбук Lenovo ThinkBook 15 G2 ARE серый [Full HD (1920x1080), IPS, AMD Ryzen 5 4500U, ядра: 6 х 2.3 ГГц, RAM 4 ГБ, SSD 256 ГБ, AMD Radeon Graphics , без ОС]",399990,15.6,1920x1080,AMD Ryzen 5 4500U,4,256,AMD Radeon Graphics,без ОС
4874024,/product/22ec60aa2260ed20/156-noutbuk-lenovo-v15-g2-itl-cernyj/,"15.6"" Ноутбук Lenovo V15 G2 ITL черный [Full HD (1920x1080), TN+film, Intel Core i5-1135G7, ядра: 4 х 2.4 ГГц, RAM 8 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics , без ОС]",399990,15.6,1920x1080,Intel Core i5-1135G7,8,512,Intel Iris Xe Graphics,без ОС
5057653,/product/cb96b9c7065bed20/156-noutbuk-lenovo-v15-g3-iap-cernyj/,"15.6"" Ноутбук Lenovo V15 G3 IAP черный [Full HD (1920x1080), TN+film, Intel Core i5-1235U, ядра: 2 + 8 х 1.3 ГГц, RAM 8 ГБ, SSD 512 ГБ, Intel UHD Graphics , без ОС]",399990,15.6,1920x1080,Intel Core i5-1235U,8,512,Intel UHD Graphics,без ОС
9934730,/product/1cb9057e106e697f/156-noutbuk-acer-nitro-5-an515-46-cernyj/,"15.6"" Ноутбук Acer Nitro 5 AN515-46 черный [Full HD (1920x1080), IPS, AMD Ryzen 5 6600H, ядра: 6 х 3.3 ГГц, RAM 16 ГБ, SSD 512 ГБ, GeForce RTX 3050 для ноутбуков 4 ГБ, без ОС]",409990,15.6,1920x1080,AMD Ryzen 5 6600H,16,512,GeForce RTX 3050 для ноутбуков 4 ГБ,без ОС
9943964,/product/3b434ca27d44ba58/156-noutbuk-asus-tuf-gaming-f15-fx506lhb-hn324-cernyj/,"15.6"" Ноутбук ASUS TUF Gaming F15 FX506LHB-HN324 черный [Full HD (1920x1080), IPS, Intel Core i5-10300H, ядра: 4 х 2.5 ГГц, RAM 16 ГБ, SSD 512 ГБ, GeForce GTX 1650 4 ГБ, без ОС]",419990,15.6,1920x1080,Intel Core i5-10300H,16,512,GeForce GTX 1650 4 ГБ,без ОС
4900669,/product/e3f2781cb1806200/156-noutbuk-lenovo-thinkbook-15-g3-acl-seryj/,"15.6"" Ноутбук Lenovo ThinkBook 15 G3 ACL серый [Full HD (1920x1080), IPS, AMD Ryzen 5 5500U, ядра: 6 х 2.1 ГГц, RAM 8 ГБ, HDD 1000 ГБ, SSD 256 ГБ, AMD Radeon Graphics , без ОС]",427990,15.6,1920x1080,AMD Ryzen 5 5500U,8,1000,AMD Radeon Graphics,без ОС
5062537,/product/db4f9d0016c2ed20/156-noutbuk-asus-tuf-gaming-a15-fa506icb-hn105-cernyj/,"15.6"" Ноутбук ASUS TUF Gaming A15 FA506ICB-HN105 черный [Full HD (1920x1080), IPS, AMD Ryzen 5 4600H, ядра: 6 х 3 ГГц, RAM 8 ГБ, SSD 512 ГБ, GeForce RTX 3050 для ноутбуков 4 ГБ, без ОС]",429890,15.6,1920x1080,AMD Ryzen 5 4600H,8,512,GeForce RTX 3050 для ноутбуков 4 ГБ,без ОС
1697923,/product/5be815a1dd243332/14-noutbuk-acer-swift-3-sf314-57g-59dk-sinij/,"14"" Ноутбук Acer Swift 3 SF314-57G-59DK синий [Full HD (1920x1080), IPS, Intel Core i5-1035G1, ядра: 4 х 1 ГГц, RAM 8 ГБ, SSD 512 ГБ, GeForce MX350 2 ГБ, Windows 10 Home Single Language]",429990,14,1920x1080,Intel Core i5-1035G1,8,512,GeForce MX350 2 ГБ,Windows 10 Home Single Language
5318430,/product/138398a891eb3333/14-noutbuk-dream-machines-g1650ti-14kz57-cernyj/,"14"" Ноутбук Dream Machines G1650Ti-14KZ57 черный [Full HD (1920x1080), WVA (TN+film), Intel Core i7-1165G7, ядра: 4 х 2.8 ГГц, RAM 16 ГБ, SSD 1000 ГБ, GeForce GTX 1650 Ti 4 ГБ, без ОС]",429990,14,1920x1080,Intel Core i7-1165G7,16,1000,GeForce GTX 1650 Ti 4 ГБ,без ОС
4901198,/product/49a9b993c5e26200/14-ultrabuk-hp-pavilion-laptop-14-dv0035ur-serebristyj/,"14"" Ультрабук HP Pavilion Laptop 14-dv0035ur серебристый [Full HD (1920x1080), IPS, Intel Core i5-1135G7, ядра: 4 х 2.4 ГГц, RAM 8 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics , Windows 11 Home Single Language]",429990,14,1920x1080,Intel Core i5-1135G7,8,512,Intel Iris Xe Graphics,Windows 11 Home Single Language
4737131,/product/8a8743dc2e343332/156-noutbuk-lenovo-ideapad-gaming-3-15imh05-cernyj/,"15.6"" Ноутбук Lenovo IdeaPad Gaming 3 15IMH05 черный [Full HD (1920x1080), IPS, Intel Core i5-10300H, ядра: 4 х 2.5 ГГц, RAM 8 ГБ, SSD 256 ГБ, GeForce GTX 1650 Ti 4 ГБ, без ОС]",429990,15.6,1920x1080,Intel Core i5-10300H,8,256,GeForce GTX 1650 Ti 4 ГБ,без ОС
4900236,/product/9b5e180f6474d050/156-noutbuk-msi-modern-15-a11mu-854xkz-serebristyj/,"15.6"" Ноутбук MSI Modern 15 A11MU-854XKZ серебристый [Full HD (1920x1080), IPS, Intel Core i7-1195G7, ядра: 4 х 2.9 ГГц, RAM 16 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics , без ОС]",429990,15.6,1920x1080,Intel Core i7-1195G7,16,512,Intel Iris Xe Graphics,без ОС
9944253,/product/dd4c6795a3825ba7/14-noutbuk-asus-vivobook-s-14-oled-m3402ra-km009-cernyj/,"14"" Ноутбук ASUS VivoBook S 14 OLED M3402RA-KM009 черный [2880x1800, OLED, AMD Ryzen 7 6800H, ядра: 8 х 3.2 ГГц, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon Graphics , без ОС]",434990,14,2880x1800,AMD Ryzen 7 6800H,16,512,AMD Radeon Graphics,без ОС
9944255,/product/b03b07e304707cd5/156-noutbuk-asus-rog-strix-g15-g513ih-hn078-seryj/,"15.6"" Ноутбук ASUS ROG STRIX G15 G513IH-HN078 серый [Full HD (1920x1080), IPS, AMD Ryzen 7 4800H, ядра: 8 х 2.9 ГГц, RAM 8 ГБ, SSD 512 ГБ, GeForce GTX 1650 4 ГБ, без ОС]",439990,15.6,1920x1080,AMD Ryzen 7 4800H,8,512,GeForce GTX 1650 4 ГБ,без ОС
4900302,/product/415f5238691ed050/156-noutbuk-asus-tuf-gaming-a15-fa506ic-hn095-cernyj/,"15.6"" Ноутбук ASUS TUF Gaming A15 FA506IC-HN095 черный [Full HD (1920x1080), IPS, AMD Ryzen 7 4800H, ядра: 8 х 2.9 ГГц, RAM 8 ГБ, SSD 512 ГБ, GeForce RTX 3050 для ноутбуков 4 ГБ, без ОС]",449990,15.6,1920x1080,AMD Ryzen 7 4800H,8,512,GeForce RTX 3050 для ноутбуков 4 ГБ,без ОС
5054929,/product/a5b76dc2fdabed20/156-noutbuk-lenovo-ideapad-3-15itl6-serebristyj/,"15.6"" Ноутбук Lenovo IdeaPad 3 15ITL6 серебристый [Full HD (1920x1080), TN+film, Intel Core i7-1165G7, ядра: 4 х 2.8 ГГц, RAM 8 ГБ, SSD 512 ГБ, GeForce MX450 2 ГБ, без ОС]",449990,15.6,1920x1080,Intel Core i7-1165G7,8,512,GeForce MX450 2 ГБ,без ОС
5082348,/product/130625475905ed20/173-noutbuk-ardor-gaming-neo-g17-i5nd203-seryj/,"17.3"" Ноутбук ARDOR GAMING NEO G17-I5ND203 серый [Full HD (1920x1080), IPS, Intel Core i5-12500H, ядра: 4 + 8 х 2.5 ГГц, RAM 16 ГБ, SSD 512 ГБ, GeForce RTX 3050 для ноутбуков 4 ГБ, без ОС]",449990,17.3,1920x1080,Intel Core i5-12500H,16,512,GeForce RTX 3050 для ноутбуков 4 ГБ,без ОС
5322440,/product/3426d3b6a24a2eb0/14-noutbuk-lenovo-ideapad-flex-5-14are05-seryj/,"14"" Ноутбук Lenovo IdeaPad Flex 5 14ARE05 серый [Full HD (1920x1080), IPS, AMD Ryzen 5 4500U, ядра: 6 х 2.3 ГГц, RAM 8 ГБ, SSD 256 ГБ, AMD Radeon Graphics , Windows 10 Home Single Language]",469990,14,1920x1080,AMD Ryzen 5 4500U,8,256,AMD Radeon Graphics,Windows 10 Home Single Language
4732855,/product/8b49b24a23da3332/133-noutbuk-apple-macbook-air-seryj/,"13.3"" Ноутбук Apple MacBook Air серый [2560x1600, IPS, Apple M1, ядра: 4 + 4, RAM 8 ГБ, SSD 256 ГБ, Apple M1 7-core , macOS]",475990,13.3,2560x1600,Apple M1,8,256,Apple M1 7-core,macOS
4831487,/product/3f75ab84d2ff2ff2/156-noutbuk-acer-aspire-7-a715-42g-r4gr-cernyj/,"15.6"" Ноутбук Acer Aspire 7 A715-42G-R4GR черный [Full HD (1920x1080), IPS, AMD Ryzen 5 5500U, ядра: 6 х 2.1 ГГц, RAM 8 ГБ, SSD 512 ГБ, GeForce RTX 3050 для ноутбуков 4 ГБ, без ОС]",479990,15.6,1920x1080,AMD Ryzen 5 5500U,8,512,GeForce RTX 3050 для ноутбуков 4 ГБ,без ОС
4732858,/product/ef67123d23db3332/133-noutbuk-apple-macbook-air-zolotistyj/,"13.3"" Ноутбук Apple MacBook Air золотистый [2560x1600, IPS, Apple M1, ядра: 4 + 4, RAM 8 ГБ, SSD 256 ГБ, Apple M1 7-core , macOS]",499990,13.3,2560x1600,Apple M1,8,256,Apple M1 7-core,macOS
